"","admission.department","discharge.department","flow"
"1359","Comprehensive internal medicine","Gastroenterology Surgery",1
"1360","Comprehensive internal medicine","Gastroenterology Surgery",1
"1361","Comprehensive internal medicine","Gastroenterology Surgery",1
"1362","Comprehensive internal medicine","Gastroenterology Surgery",1
"1363","Department of Infectious Diseases","Gastroenterology Surgery",1
"1364","Department of Infectious Diseases","Gastroenterology Surgery",1
"1365","Department of Infectious Diseases","Gastroenterology Surgery",1
"1366","Department of Infectious Diseases","Gastroenterology Surgery",3
"1367","Department of Traditional Chinese Medicine","Gastroenterology Surgery",1
"1368","Department of Traditional Chinese Medicine","Gastroenterology Surgery",1
"1369","Department of Traditional Chinese Medicine","Gastroenterology Surgery",1
"1370","Emergency Surgery","Gastroenterology Surgery",1
"1371","Emergency Surgery","Gastroenterology Surgery",2
"1372","Emergency Surgery","Gastroenterology Surgery",1
"1373","Emergency Surgery","Gastroenterology Surgery",1
"1374","Endocrinology Department","Gastroenterology Surgery",1
"1375","Gastroenterology","Gastroenterology Surgery",1
"1376","Gastroenterology","Gastroenterology Surgery",1
"1377","Gastroenterology","Gastroenterology Surgery",1
"1378","Gastroenterology","Gastroenterology Surgery",2
"1379","Gastroenterology","Gastroenterology Surgery",2
"1380","Gastroenterology","Gastroenterology Surgery",2
"1381","Gastroenterology","Gastroenterology Surgery",1
"1382","Gastroenterology","Gastroenterology Surgery",2
"1383","Gastroenterology","Gastroenterology Surgery",1
"1384","Gastroenterology","Gastroenterology Surgery",1
"1385","Gastroenterology","Gastroenterology Surgery",1
"1386","Gastroenterology","Gastroenterology Surgery",3
"1387","Gastroenterology","Gastroenterology Surgery",1
"1388","Gastroenterology","Gastroenterology Surgery",2
"1389","Gastroenterology","Gastroenterology Surgery",2
"1390","Gastroenterology","Gastroenterology Surgery",1
"1391","Gastroenterology","Gastroenterology Surgery",1
"1392","Gastroenterology","Gastroenterology Surgery",2
"1393","Gastroenterology","Gastroenterology Surgery",1
"1394","Gastroenterology","Gastroenterology Surgery",1
"1395","Gastroenterology","Gastroenterology Surgery",1
"1396","Gastroenterology","Gastroenterology Surgery",2
"1397","Gastroenterology Surgery","Gastroenterology Surgery",1
"1398","Gastroenterology Surgery","Gastroenterology Surgery",3
"1399","Gastroenterology Surgery","Gastroenterology Surgery",3
"1400","Gastroenterology Surgery","Gastroenterology Surgery",5
"1401","Gastroenterology Surgery","Gastroenterology Surgery",10
"1402","Gastroenterology Surgery","Gastroenterology Surgery",4
"1403","Gastroenterology Surgery","Gastroenterology Surgery",7
"1404","Gastroenterology Surgery","Gastroenterology Surgery",3
"1405","Gastroenterology Surgery","Gastroenterology Surgery",2
"1406","Gastroenterology Surgery","Gastroenterology Surgery",1
"1407","Gastroenterology Surgery","Gastroenterology Surgery",10
"1408","Gastroenterology Surgery","Gastroenterology Surgery",5
"1409","Gastroenterology Surgery","Gastroenterology Surgery",7
"1410","Gastroenterology Surgery","Gastroenterology Surgery",18
"1411","Gastroenterology Surgery","Gastroenterology Surgery",12
"1412","Gastroenterology Surgery","Gastroenterology Surgery",31
"1413","Gastroenterology Surgery","Gastroenterology Surgery",22
"1414","Gastroenterology Surgery","Gastroenterology Surgery",9
"1415","Gastroenterology Surgery","Gastroenterology Surgery",14
"1416","Gastroenterology Surgery","Gastroenterology Surgery",10
"1417","Gastroenterology Surgery","Gastroenterology Surgery",18
"1418","Gastroenterology Surgery","Gastroenterology Surgery",19
"1419","Gastroenterology Surgery","Gastroenterology Surgery",18
"1420","Gastroenterology Surgery","Gastroenterology Surgery",20
"1421","Gastroenterology Surgery","Gastroenterology Surgery",15
"1422","Gastroenterology Surgery","Gastroenterology Surgery",6
"1423","Gastroenterology Surgery","Gastroenterology Surgery",8
"1424","Gastroenterology Surgery","Gastroenterology Surgery",12
"1425","Gastroenterology Surgery","Gastroenterology Surgery",12
"1426","Gastroenterology Surgery","Gastroenterology Surgery",13
"1427","Gastroenterology Surgery","Gastroenterology Surgery",8
"1428","Gastroenterology Surgery","Gastroenterology Surgery",5
"1429","Gastroenterology Surgery","Gastroenterology Surgery",6
"1430","Gastroenterology Surgery","Gastroenterology Surgery",4
"1431","Gastroenterology Surgery","Gastroenterology Surgery",3
"1432","Gastroenterology Surgery","Gastroenterology Surgery",4
"1433","Gastroenterology Surgery","Gastroenterology Surgery",2
"1434","Gastroenterology Surgery","Gastroenterology Surgery",1
"1435","Gynecology","Gastroenterology Surgery",1
"1436","Haematology","Gastroenterology Surgery",1
"1437","Hepatobiliary Surgery","Gastroenterology Surgery",1
"1438","IV East Gastroenterology Surgery Anorectal Disease","Gastroenterology Surgery",1
"1439","Urology","Gastroenterology Surgery",1
"1440","Urology","Gastroenterology Surgery",1
"1441","Urology","Gastroenterology Surgery",1
"1442","Vascular Surgery","Gastroenterology Surgery",1
"1443","Z10 Abdominal Oncology Department II","Gastroenterology Surgery",1
"1444","Z11 Digestive Oncology Department I","Gastroenterology Surgery",1
"1445","Z11 Digestive Oncology Department I","Gastroenterology Surgery",1
"1446","Cardiac Large Vascular Surgery","Gastroenterology Surgery II",1
"1447","Cardiology","Gastroenterology Surgery II",1
"1448","Cardiology","Gastroenterology Surgery II",1
"1449","Cardiology","Gastroenterology Surgery II",1
"1450","Cardiology","Gastroenterology Surgery II",1
"1451","Cardiology","Gastroenterology Surgery II",1
"1452","Comprehensive internal medicine","Gastroenterology Surgery II",1
"1453","Comprehensive internal medicine","Gastroenterology Surgery II",1
"1454","Comprehensive internal medicine","Gastroenterology Surgery II",1
"1455","Comprehensive internal medicine","Gastroenterology Surgery II",1
"1456","Comprehensive Surgery","Gastroenterology Surgery II",1
"1457","Department of Infectious Diseases","Gastroenterology Surgery II",1
"1458","Department of Infectious Diseases","Gastroenterology Surgery II",1
"1459","Department of Infectious Diseases","Gastroenterology Surgery II",1
"1460","Department of Traditional Chinese Medicine","Gastroenterology Surgery II",1
"1461","Department of Traditional Chinese Medicine","Gastroenterology Surgery II",1
"1462","Emergency Surgery","Gastroenterology Surgery II",1
"1463","Emergency Surgery","Gastroenterology Surgery II",1
"1464","Endocrinology Department","Gastroenterology Surgery II",1
"1465","Gastroenterology","Gastroenterology Surgery II",1
"1466","Gastroenterology","Gastroenterology Surgery II",1
"1467","Gastroenterology","Gastroenterology Surgery II",1
"1468","Gastroenterology","Gastroenterology Surgery II",1
"1469","Gastroenterology Surgery","Gastroenterology Surgery II",1
"1470","Gastroenterology Surgery","Gastroenterology Surgery II",1
"1471","Gastroenterology Surgery","Gastroenterology Surgery II",1
"1472","Gastroenterology Surgery II","Gastroenterology Surgery II",1
"1473","Gastroenterology Surgery II","Gastroenterology Surgery II",1
"1474","Gastroenterology Surgery II","Gastroenterology Surgery II",1
"1475","Gastroenterology Surgery II","Gastroenterology Surgery II",2
"1476","Gastroenterology Surgery II","Gastroenterology Surgery II",3
"1477","Gastroenterology Surgery II","Gastroenterology Surgery II",1
"1478","Gastroenterology Surgery II","Gastroenterology Surgery II",1
"1479","Gastroenterology Surgery II","Gastroenterology Surgery II",2
"1480","Gastroenterology Surgery II","Gastroenterology Surgery II",3
"1481","Gastroenterology Surgery II","Gastroenterology Surgery II",3
"1482","Gastroenterology Surgery II","Gastroenterology Surgery II",3
"1483","Gastroenterology Surgery II","Gastroenterology Surgery II",2
"1484","Gastroenterology Surgery II","Gastroenterology Surgery II",2
"1485","Gastroenterology Surgery II","Gastroenterology Surgery II",2
"1486","Gastroenterology Surgery II","Gastroenterology Surgery II",4
"1487","Gastroenterology Surgery II","Gastroenterology Surgery II",6
"1488","Gastroenterology Surgery II","Gastroenterology Surgery II",13
"1489","Gastroenterology Surgery II","Gastroenterology Surgery II",7
"1490","Gastroenterology Surgery II","Gastroenterology Surgery II",3
"1491","Gastroenterology Surgery II","Gastroenterology Surgery II",14
"1492","Gastroenterology Surgery II","Gastroenterology Surgery II",21
"1493","Gastroenterology Surgery II","Gastroenterology Surgery II",12
"1494","Gastroenterology Surgery II","Gastroenterology Surgery II",7
"1495","Gastroenterology Surgery II","Gastroenterology Surgery II",7
"1496","Gastroenterology Surgery II","Gastroenterology Surgery II",12
"1497","Gastroenterology Surgery II","Gastroenterology Surgery II",6
"1498","Gastroenterology Surgery II","Gastroenterology Surgery II",9
"1499","Gastroenterology Surgery II","Gastroenterology Surgery II",17
"1500","Gastroenterology Surgery II","Gastroenterology Surgery II",8
"1501","Gastroenterology Surgery II","Gastroenterology Surgery II",2
"1502","Gastroenterology Surgery II","Gastroenterology Surgery II",4
"1503","Gastroenterology Surgery II","Gastroenterology Surgery II",5
"1504","Gastroenterology Surgery II","Gastroenterology Surgery II",5
"1505","Gastroenterology Surgery II","Gastroenterology Surgery II",1
"1506","Gastroenterology Surgery II","Gastroenterology Surgery II",15
"1507","Gastroenterology Surgery II","Gastroenterology Surgery II",9
"1508","Gastroenterology Surgery II","Gastroenterology Surgery II",5
"1509","Gastroenterology Surgery II","Gastroenterology Surgery II",4
"1510","Gastroenterology Surgery II","Gastroenterology Surgery II",6
"1511","Gastroenterology Surgery II","Gastroenterology Surgery II",3
"1512","Gastroenterology Surgery II","Gastroenterology Surgery II",1
"1513","Gastroenterology Surgery II","Gastroenterology Surgery II",2
"1514","Gastroenterology Surgery II","Gastroenterology Surgery II",2
"1515","Gastroenterology Surgery II","Gastroenterology Surgery II",2
"1516","Gastroenterology Surgery II","Gastroenterology Surgery II",1
"1517","Haematology","Gastroenterology Surgery II",1
"1518","Rheumatism and Immunology Department","Gastroenterology Surgery II",1
"1519","Z11 Digestive Oncology Department I","Gastroenterology Surgery II",1
"1520","Cardiology","Gynecology",1
"1521","Cardiology","Gynecology",1
"1522","Department of Infectious Diseases","Gynecology",1
"1523","Endocrinology Department","Gynecology",1
"1524","Gynecology","Gynecology",1
"1525","Gynecology","Gynecology",2
"1526","Gynecology","Gynecology",4
"1527","Gynecology","Gynecology",2
"1528","Gynecology","Gynecology",3
"1529","Gynecology","Gynecology",7
"1530","Gynecology","Gynecology",3
"1531","Gynecology","Gynecology",11
"1532","Gynecology","Gynecology",8
"1533","Gynecology","Gynecology",5
"1534","Gynecology","Gynecology",6
"1535","Gynecology","Gynecology",4
"1536","Gynecology","Gynecology",8
"1537","Gynecology","Gynecology",8
"1538","Gynecology","Gynecology",3
"1539","Gynecology","Gynecology",6
"1540","Gynecology","Gynecology",9
"1541","Gynecology","Gynecology",12
